node_id,betweenness_centrality
6291069409,0.37774117059777856
6291069443,0.3767297913617644
12408473959,0.23437911121699964
6291069372,0.21729807245044983
5789206286,0.21314974530025071
6291069159,0.21310052982085928
5789206294,0.2130988961119998
6291069350,0.21298571639268007
5789206278,0.21154578355626652
5789206282,0.21151844162327127
5591385361,0.20937081787549777
6291069030,0.20874193072620628
1577179257,0.19983395164675583
2335292407,0.19649306240994746
2335292384,0.19442310790420111
2335292274,0.194411785394189
2335292517,0.19339462010596417
6291069628,0.19312946008191234
6291069606,0.1931181375719002
6291069229,0.19310005332244193
6291069227,0.19308534994270674
6291069597,0.19306844559409142
3745529812,0.19306506472436835
2335292481,0.19206838886808936
2335292374,0.1920570663580772
6291069550,0.19137422143562166
6291069544,0.191362966996812
287267462,0.19115954755340753
287267470,0.19114822504339538
1577180908,0.1906217396730313
6291069623,0.1903133544354061
6291069596,0.19027938690536966
6291069624,0.19026806439535754
2335292597,0.19000800971149154
12408473957,0.1895519099644895
12964446999,0.1894651872525328
2863608972,0.18877104251046595
2863608964,0.18851257615465777
2863360900,0.18848212563674938
5514326225,0.18844906572274597
11726301396,0.18844650170745264
6291069590,0.18800263208649579
6291069572,0.1879742010142609
4562374152,0.1879733160886287
6291069566,0.18796959486289325
2863608957,0.18791656739616305
4562374142,0.18791080403435326
2863608956,0.1878953518713908
4562374147,0.1878516728498009
11726301394,0.18687734703833542
2863362840,0.1868704264660835
287266106,0.18632472232621988
1577179958,0.18627421349398135
287266239,0.18573542992636963
287266202,0.18571602963366346
2863362384,0.185715439683242
2867772892,0.1854461953870415
4552783459,0.18543559896985579
287266255,0.18542155361174453
2863362795,0.1853628989256095
4347939521,0.16417691705523976
4414846928,0.16382891437777247
6291068937,0.1638062693577482
4414857277,0.16296484122392021
6991204424,0.16278595010380859
4414846752,0.16277462759379643
12632594734,0.1624676264706216
5789206318,0.16245786959826644
287267957,0.16244654708825432
287269031,0.16242390206823
1512059641,0.16208708575836991
1512059640,0.1610439399611994
1512059639,0.16103261745118727
4414859051,0.16102129494117512
5514322956,0.16101700645541903
287267863,0.161009972431163
287268524,0.16100568394540687
5789206280,0.16099610859625835
287267818,0.16099545057463438
5789206276,0.1609830389253826
4419375547,0.1609704457529242
4419375560,0.16092515571287566
4347939478,0.16062632313399816
287268415,0.16056220006126407
6291069440,0.16008229808379565
13199983981,0.1600709755737835
4414846914,0.15950426012275506
1473223309,0.15804277140555686
1473223347,0.15803144889554474
1473223204,0.15434922795911188
1473223293,0.15432261211894308
4087237227,0.15375916408563356
2339172703,0.1528927311300954
1473223225,0.15258570731651974
12921400819,0.1525295939552772
2339172714,0.15251491326594283
2335292296,0.15208175351417583
2335292440,0.152076126294771
2341889029,0.15205021385702777
2340439146,0.1520456757768626
4414876134,0.15201431764292114
8767991853,0.15201282007646663
2339172654,0.15190549448055998
2340439109,0.15180778961460353
6291362289,0.1516156699908104
12921400814,0.15160781911212462
6291362204,0.15160688880569073
10928051991,0.1506230557162792
2335292433,0.14858323406282972
2335292230,0.14631172072654663
13006871560,0.14630693305197234
1577178973,0.13137188432433658
1796677795,0.13087335352779006
2869622663,0.12862289688347345
1796677786,0.12861057599582496
2869622664,0.12860156790669708
1796677784,0.12858824864141224
6291068926,0.12857229728963163
5575742414,0.12836654073494208
2398364230,0.12835521822492993
1479467066,0.12669305560282723
13006871558,0.1259229887795968
287267658,0.12591166626958464
2867818754,0.12559009790907955
5789206269,0.12102286057883212
2863509512,0.12101153806881998
2863547690,0.11955449667018367
2863509509,0.11908768705399181
2863509507,0.11800349432172719
5210744432,0.11600835006750394
5210744425,0.11599702755749179
5431118977,0.11381834065098759
2863548425,0.11343757303472765
2398364190,0.11320404342942718
2863547698,0.11241421326707736
6291068254,0.11223425569812691
2863548405,0.11221163336850346
2863547680,0.11179279125965759
287266375,0.11178786744267837
1479467221,0.11157514493493527
1796677832,0.11156364090171653
5210744424,0.11079543469135382
2863547679,0.1107420441782104
2863547681,0.11073237806745856
1479467451,0.11071104909068218
1479467513,0.11069972658067004
5564417720,0.11052702993998388
2398364221,0.1104011209058008
1090910205,0.11016073879945089
1472172473,0.11014941628943875
1472172469,0.1090095413135473
2867818752,0.1090018492676673
31674770,0.10899821880353516
1472506541,0.1089963355002666
1472506609,0.10898501299025447
3745490535,0.10897108108414734
4453291344,0.10867880603110854
287266042,0.10846724073380756
5511541797,0.1084585276198904
5431140195,0.10841584697593683
2863509518,0.10835333492166138
5431649251,0.10833997027557492
2863511440,0.10833087142484371
5210744437,0.10791184779279125
5511412541,0.10783249946110297
5540337820,0.10780402300806644
287266055,0.10779946223750042
4553698891,0.10775886911042283
10656776599,0.10775448986306342
287265926,0.10774514141792314
2863555967,0.10772996153977059
287267797,0.10771863902975845
2863362548,0.10762363432150028
5511712925,0.10755175113168373
287265964,0.10749368639597018
5511351568,0.1074856539940778
5511351641,0.10746477882531795
5431118971,0.1074410219756532
10289260089,0.10723605958499256
4087237228,0.10715961562461
1479467053,0.10690194343283073
287268628,0.10650102674063737
10153757188,0.10648970423062523
2398364212,0.10647019048591493
2869722405,0.10646549357294396
1577180645,0.10645417106293183
2869722307,0.10644441419057667
5575994778,0.10634251160046741
2398364203,0.10633118909045527
287269086,0.10626325403038245
1479466890,0.10624060901035816
2398364244,0.10605334513234176
4419380793,0.10604519927844525
5789206268,0.1055910962867159
5566391847,0.10557993260950954
5431342050,0.1055436733489897
5511609943,0.1055434918257831
5513815817,0.10539076273782376
3745490530,0.10534742407224623
2863555982,0.10530778394200332
1577190258,0.10511457517897053
9544766129,0.1051032526689584
1479466968,0.10495789796126748
1577190247,0.10487816389276516
2863509550,0.10487008611007113
5559034717,0.10480823207741964
5789206296,0.10465189521572899
1577190191,0.10461604438242401
1577190229,0.10453676412193821
5602056492,0.1044062035555858
5602056491,0.10439488104557366
164473138,0.10407417492029997
1473171638,0.10405727057168464
6811539499,0.10403460286125954
2349287637,0.10402303075683832
5602056448,0.10401195784123526
1473197594,0.1034761240257309
5511609942,0.10333614694303575
2349287570,0.10323006931917451
1473154710,0.1032271649478688
5602187245,0.10320740160874942
5154214264,0.10198107620571117
1473197595,0.10172372167954347
2351092818,0.10171244455033297
5210744443,0.10113928502546997
5606072170,0.10021074844287124
1473223253,0.1001715167398432
13172416255,0.10008670002155588
13172416244,0.10003138082434225
2303693189,0.10000120259124377
2306348248,0.09992269380438605
1473225338,0.09991137129437391
2306348393,0.0998264865048841
5748757381,0.09981516399487196
8188960427,0.09980384148485982
2351092953,0.09947709971296642
1473197547,0.09942075944771564
1473197511,0.0994094369377035
5210744505,0.09933185845727964
1577179182,0.09932666235549051
1577180581,0.0993080108460116
1577180301,0.09930074991774729
1577180250,0.09918800131604324
2261460983,0.09853125035453751
13172416242,0.09709830616157834
13172416253,0.09704707123651339
2863509562,0.0959990470031653
5573324722,0.0956959259385317
1472506642,0.09564187740376433
1472506620,0.09563055489375219
55130401,0.09557387427248902
1060341461,0.09536689243615488
1598718069,0.0953635796376343
1472506573,0.09533866557752742
13172416225,0.09520892186560476
4167450839,0.09518836436245645
4786499856,0.09516776147850652
1472131517,0.0951602282654323
5396714451,0.09515643896849438
1472131515,0.09515446490362252
5622523780,0.09417124445503329
8896956929,0.09415942275620298
2261460978,0.09414810024619084
104466088,0.09412468375253849
1472121878,0.09409389287861769
5108265583,0.09408620083273771
2260822918,0.09398307296098385
2261460878,0.09386231464778824
1235917634,0.0938509921377761
1225159973,0.09382060969107019
1060341349,0.09381902136301237
1060341926,0.09380797113781014
2261460872,0.09367067152241244
5908615494,0.09366073312685068
10880226424,0.09365939439320195
1832697448,0.09316628660245282
2260822836,0.09269797941980644
2260822967,0.09256705580704083
2260823127,0.09255573329702868
13255254587,0.09254951612720239
7736649234,0.09253819361719025
2262046730,0.09252687110717811
11549117045,0.091368571525816
5154212490,0.09135783896622533
2041087882,0.0913465164562132
2985111600,0.09132677580749464
5154212518,0.0913154532974825
11549041120,0.09099438412579558
2262046602,0.09044752277548983
2389273762,0.09043620026547769
5154212505,0.09039889724651985
5154212509,0.09039839805770168
9171682766,0.09037761365054513
1832697694,0.0902024891369706
9171682728,0.09019116662695846
13108903239,0.08984003267417719
9171682722,0.08983608454443347
13108903241,0.08983597109242934
12030167353,0.08982476203442133
2985111676,0.08951167988382515
5154214067,0.089500357373813
12030167352,0.08949933630577583
5184439038,0.0894880137957637
5154212500,0.08940510307114574
5154212493,0.08938958283698081
5154212517,0.08905660120486028
7324684459,0.08904559636045971
2041087831,0.08903477303926574
2986427655,0.08902431276448498
2041087885,0.08901299025447285
5154212496,0.0888942060061491
5154214047,0.08684501321715847
1832697306,0.08679638768818851
5154214066,0.08671706204690105
2985110849,0.08670576222728973
5197102964,0.08507032889735996
2985111744,0.08505900638734783
5428058425,0.08495070510420566
5428168910,0.0849449644327967
5428058424,0.08489894829992171
5431342049,0.08472148667506212
2985111856,0.08462652734760559
2986849093,0.08461942525214708
5184438499,0.08457835562665214
5184438496,0.08429000601295622
2985111649,0.08391003256072518
5184438466,0.08389871005071305
2985111706,0.08387370522900287
2041087874,0.08384491111035476
8144948885,0.08383361129074345
8921966666,0.08372884971013013
1832697367,0.08370622738050668
13758352142,0.08341097988495966
5184438518,0.08339620843402198
2335292515,0.08330712592037938
5094021098,0.08330528799791248
2335292183,0.0832279591118977
6871106499,0.08322435133816639
2335292431,0.08321327842256333
2335292601,0.08320942105442292
2341889012,0.08318468851752266
3597085964,0.08287535028306274
5184438480,0.08248838818737733
5184438455,0.08215642762329396
1832697425,0.08208758494718808
2897021599,0.0820664148032175
5601225196,0.08205509229320536
1832697418,0.08200161101845864
3095003036,0.08154503477303926
2897025192,0.08153371226302712
1577180648,0.08146745629261541
1473171706,0.07943929750519042
1473154663,0.07942797499517829
1832697650,0.07932514209863517
5154214081,0.07931225395096604
5706155540,0.0793009314409539
2897025104,0.07928012434339653
5706155547,0.07927197848950002
2981944751,0.07923703527222808
2400358785,0.07908913923964467
2897021581,0.07864011889770033
6801416215,0.07862879638768819
6801416210,0.07848264751596837
3234013275,0.07847132500595623
9409791818,0.07846029747115482
2985110865,0.07842773674596962
1580066343,0.07790318005967575
1472672784,0.07694657545125534
1832697521,0.07600975687235514
2989375884,0.07580835687462419
2278254588,0.07572578650601862
5425894984,0.07571187729031233
5428110915,0.07544955356636375
5426121553,0.07527268189192561
1473154716,0.07527070782705376
1473154662,0.07525938531704163
168592853,0.07523680836821982
5428168893,0.07450883223852149
5428168840,0.07450415801595135
13328311450,0.07437979192902443
3045932147,0.07307475352552102
5154214074,0.07304033218746808
9827856160,0.07295776181886253
1477826469,0.07294643930885039
5154214082,0.07290001474876054
2297551971,0.07235971092429347
13172416211,0.07211887500992704
1473171658,0.0721075524999149
1090910132,0.07187844752277549
1472249751,0.07182190304391727
1472524860,0.07168705399180876
1472348966,0.07167573148179662
1472348881,0.07155724220868362
2041087889,0.0713394370511555
2261460863,0.07033393462895522
5908615493,0.07032261211894308
9398680911,0.07028735123605959
2261461012,0.0702742361843822
5743063522,0.0702627775319651
5576158746,0.07025145502195296
3243545465,0.07023650204780867
5184438454,0.07006108255902341
31674771,0.07000127066244625
1090910134,0.0699899481524341
11510003376,0.06967895351871391
2041087913,0.06967067152241244
2041087851,0.06965447057622273
1472524945,0.06920901262720805
