node_id,betweenness_centrality,longitude,latitude,rank,criticality
2398364244,0.1060533451323417,3.4849633,6.6255306,192,High
4419380793,0.1060451992784452,3.4890765,6.625043,193,High
5789206268,0.1055910962867159,3.4973404,6.6229928,194,High
5566391847,0.1055799326095095,3.497673,6.6228623,195,High
5431342050,0.1055436733489897,3.5765137,6.6513336,196,High
5511609943,0.1055434918257831,3.5759895,6.6508793,197,High
5513815817,0.1053907627378237,3.5443651,6.6381915,198,High
3745490530,0.1053474240722462,3.5452111,6.6385934,199,High
2863555982,0.1053077839420033,3.4915803,6.624678,200,High
1577190258,0.1051145751789705,3.4965974,6.6233658,201,High
9544766129,0.1051032526689584,3.4969868,6.6231655,202,High
1479466968,0.1049578979612674,3.5036416,6.6205916,203,High
1577190247,0.1048781638927651,3.5008231,6.6215357,204,High
2863509550,0.1048700861100711,3.5027611,6.6206102,205,High
5559034717,0.1048082320774196,3.4918497,6.6246186,206,High
5789206296,0.1046518952157289,3.4953565,6.6239,207,High
1577190191,0.104616044382424,3.4986493,6.6224826,208,High
1577190229,0.1045367641219382,3.4997349,6.6220043,209,High
5602056492,0.1044062035555858,3.3678688,6.5715465,210,High
5602056491,0.1043948810455736,3.3679225,6.5716602,211,High
164473138,0.1040741749202999,3.3669344,6.5637095,212,High
1473171638,0.1040572705716846,3.36692,6.5641067,213,High
6811539499,0.1040346028612595,3.3668913,6.5654564,214,High
2349287637,0.1040230307568383,3.367015,6.5678917,215,High
5602056448,0.1040119578412352,3.3669099,6.5661558,216,High
1473197594,0.1034761240257309,3.3677613,6.5712928,217,High
5511609942,0.1033361469430357,3.5769443,6.6517092,218,High
2349287570,0.1032300693191745,3.3670132,6.5607917,219,High
1473154710,0.1032271649478688,3.3670132,6.5605806,220,High
5602187245,0.1032074016087494,3.3669756,6.562027,221,High
5154214264,0.1019810762057111,3.4681518,6.4307696,222,High
1473197595,0.1017237216795434,3.3680083,6.5718855,223,High
2351092818,0.1017124445503329,3.3684726,6.572899,224,High
5210744443,0.1011392850254699,3.5060991,6.6262919,225,High
5606072170,0.1002107484428712,3.3812906,6.5907017,226,High
1473223253,0.1001715167398432,3.3814966,6.5909883,227,High
13172416255,0.1000867000215558,3.3753606,6.5827634,228,High
13172416244,0.1000313808243422,3.3758313,6.5834198,229,High
2303693189,0.1000012025912437,3.3782943,6.5865865,230,High
2306348248,0.099922693804386,3.3790737,6.587671,231,Medium
1473225338,0.0999113712943739,3.3795999,6.5884032,232,Medium
2306348393,0.0998264865048841,3.3796684,6.5884979,233,Medium
5748757381,0.0998151639948719,3.3802126,6.5892613,234,Medium
8188960427,0.0998038414848598,3.3808967,6.5901706,235,Medium
2351092953,0.0994770997129664,3.3694202,6.5744168,236,Medium
1473197547,0.0994207594477156,3.3695575,6.574628,237,Medium
1473197511,0.0994094369377035,3.3701285,6.575363,238,Medium
5210744505,0.0993318584572796,3.48652,6.603009,239,Medium
1577179182,0.0993266623554905,3.4873391,6.6026453,240,Medium
1577180581,0.0993080108460116,3.4879947,6.6026444,241,Medium
1577180301,0.0993007499177472,3.4895111,6.6032342,242,Medium
1577180250,0.0991880013160432,3.489963,6.6032805,243,Medium
2261460983,0.0985312503545375,3.4393773,6.4376135,244,Medium
13172416242,0.0970983061615783,3.3720893,6.5782257,245,Medium
13172416253,0.0970470712365133,3.3751274,6.5824488,246,Medium
2863509562,0.0959990470031653,3.5049833,6.6239286,247,Medium
5573324722,0.0956959259385317,3.5045024,6.622573,248,Medium
1472506642,0.0956418774037643,3.4080326,6.437169,249,Medium
1472506620,0.0956305548937521,3.408038,6.4372039,250,Medium
55130401,0.095573874272489,3.4106024,6.4380647,251,Medium
1060341461,0.0953668924361548,3.4111671,6.4378872,252,Medium
1598718069,0.0953635796376343,3.4193251,6.4366919,253,Medium
1472506573,0.0953386655775274,3.41668,6.4362183,254,Medium
13172416225,0.0952089218656047,3.3702212,6.5755842,255,Medium
4167450839,0.0951883643624564,3.4223512,6.4375477,256,Medium
4786499856,0.0951677614785065,3.4237751,6.4381615,257,Medium
1472131517,0.0951602282654323,3.4231871,6.4379063,258,Medium
5396714451,0.0951564389684943,3.4250521,6.4387082,259,Medium
1472131515,0.0951544649036225,3.4232401,6.437931,260,Medium
5622523780,0.0941712444550332,3.4254557,6.438853,261,Medium
8896956929,0.0941594227562029,3.4395992,6.4374589,262,Medium
2261460978,0.0941481002461908,3.4404381,6.4368731,263,Medium
104466088,0.0941246837525384,3.4255067,6.4388694,264,Medium
1472121878,0.0940938928786176,3.4260403,6.4390202,265,Medium
5108265583,0.0940862008327377,3.4305134,6.4395375,266,Medium
2260822918,0.0939830729609838,3.4426218,6.4356112,267,Medium
2261460878,0.0938623146477882,3.4408201,6.436615,268,Medium
1235917634,0.0938509921377761,3.4411434,6.4364167,269,Medium
1225159973,0.0938206096910701,3.4421858,6.4358263,270,Medium
1060341349,0.0938190213630123,3.4305965,6.4395527,271,Medium
1060341926,0.0938079711378101,3.4368215,6.4390461,272,Medium
2261460872,0.0936706715224124,3.4374819,6.4386811,273,Medium
5908615494,0.0936607331268506,3.439298,6.4376647,274,Medium
10880226424,0.0936593943932019,3.4389759,6.4378607,275,Medium
1832697448,0.0931662866024528,3.5079292,6.4366447,276,Medium
2260822836,0.0926979794198064,3.4425641,6.4356362,277,Medium
2260822967,0.0925670558070408,3.442998,6.4354568,278,Medium
2260823127,0.0925557332970286,3.4448871,6.4352542,279,Medium
13255254587,0.0925495161272023,3.4483241,6.4361016,280,Medium
7736649234,0.0925381936171902,3.4491913,6.4363184,281,Medium
2262046730,0.0925268711071781,3.4544612,6.4366228,282,Medium
11549117045,0.091368571525816,3.4823426,6.4328718,283,Medium
5154212490,0.0913578389662253,3.4826653,6.4329058,284,Medium
2041087882,0.0913465164562132,3.4877328,6.4337021,285,Medium
2985111600,0.0913267758074946,3.4884838,6.4338103,286,Medium
5154212518,0.0913154532974825,3.4895803,6.4339533,287,Medium
11549041120,0.0909943841257955,3.4821404,6.432844,288,Medium
2262046602,0.0904475227754898,3.4560512,6.4351695,289,Medium
2389273762,0.0904362002654776,3.4568311,6.4344362,290,Medium
5154212505,0.0903988972465198,3.4909083,6.4340983,291,Medium
5154212509,0.0903983980577016,3.4905439,6.4340577,292,Medium
9171682766,0.0903776136505451,3.4680296,6.4307508,293,Medium
1832697694,0.0902024891369706,3.4575685,6.4336809,294,Medium
9171682728,0.0901911666269584,3.4670052,6.4306452,295,Medium
13108903239,0.0898400326741771,3.4674661,6.43068,296,Medium
9171682722,0.0898360845444334,3.4701007,6.4310859,297,Medium
13108903241,0.0898359710924293,3.4690597,6.4309088,298,Medium
12030167353,0.0898247620344213,3.4742642,6.4317357,299,Medium
2985111676,0.0895116798838251,3.5030769,6.4359413,300,Medium
5154214067,0.089500357373813,3.5063967,6.4364286,301,Medium
12030167352,0.0894993363057758,3.4745049,6.4317764,302,Medium
5184439038,0.0894880137957637,3.4806905,6.4326673,303,Medium
5154212500,0.0894051030711457,3.4908023,6.4340902,304,Medium
5154212493,0.0893895828369808,3.4816843,6.4327696,305,Medium
5154212517,0.0890566012048602,3.4913755,6.4341843,306,Medium
7324684459,0.0890455963604597,3.4938529,6.4345786,307,Medium
2041087831,0.0890347730392657,3.4957164,6.4348708,308,Medium
2986427655,0.0890243127644849,3.4975593,6.435141,309,Medium
2041087885,0.0890129902544728,3.5023442,6.4358426,310,Medium
5154212496,0.0888942060061491,3.4821219,6.4328411,311,Medium
5154214047,0.0868450132171584,3.5077998,6.4366301,312,Medium
1832697306,0.0867963876881885,3.5074444,6.4365849,313,Medium
5154214066,0.086717062046901,3.5086196,6.4367554,314,Medium
2985110849,0.0867057622272897,3.5096465,6.4369066,315,Medium
5197102964,0.0850703288973599,3.5108019,6.4370834,316,Medium
2985111744,0.0850590063873478,3.5143962,6.4376017,317,Medium
5428058425,0.0849507051042056,3.5791817,6.6535563,318,Medium
5428168910,0.0849449644327967,3.5798851,6.6541529,319,Medium
5428058424,0.0848989482999217,3.5805143,6.6546744,320,Medium
5431342049,0.0847214866750621,3.577293,6.6519809,321,Medium
2985111856,0.0846265273476055,3.5152517,6.4377251,322,Medium
2986849093,0.084619425252147,3.5199731,6.4383824,323,Medium
5184438499,0.0845783556266521,3.520526,6.4384584,324,Medium
5184438496,0.0842900060129562,3.5216072,6.438576,325,Medium
2985111649,0.0839100325607251,3.5266087,6.4394927,326,Medium
5184438466,0.083898710050713,3.5295525,6.4407159,327,Medium
2985111706,0.0838737052290028,3.5217441,6.4386009,328,Medium
2041087874,0.0838449111103547,3.5224477,6.4387441,329,Medium
8144948885,0.0838336112907434,3.5231746,6.438845,330,Medium
8921966666,0.0837288497101301,3.5250129,6.4391174,331,Medium
1832697367,0.0837062273805066,3.5262613,6.4393707,332,Medium
13758352142,0.0834109798849596,3.3963529,6.5967346,333,Medium
5184438518,0.0833962084340219,3.520911,6.4385114,334,Medium
2335292515,0.0833071259203793,3.3968621,6.6000872,335,Medium
5094021098,0.0833052879979124,3.3283286,6.6134255,336,Medium
2335292183,0.0832279591118977,3.3962969,6.596802,337,Medium
6871106499,0.0832243513381663,3.3960263,6.6012792,338,Medium
2335292431,0.0832132784225633,3.3968738,6.6003735,339,Medium
2335292601,0.0832094210544229,3.3966887,6.5991061,340,Medium
2341889012,0.0831846885175226,3.3967325,6.5993952,341,Medium
3597085964,0.0828753502830627,3.5547128,6.4519028,342,Medium
5184438480,0.0824883881873773,3.5303731,6.4410416,343,Medium
5184438455,0.0821564276232939,3.5308265,6.4412216,344,Medium
1832697425,0.082087584947188,3.5309252,6.4412531,345,Medium
2897021599,0.0820664148032175,3.5314522,6.441514,346,Medium
5601225196,0.0820550922932053,3.5349711,6.4429276,347,Medium
1832697418,0.0820016110184586,3.5078975,6.4367935,348,Medium
3095003036,0.0815450347730392,3.535179,6.4430129,349,Medium
2897025192,0.0815337122630271,3.5376882,6.4440743,350,Medium
1577180648,0.0814674562926154,3.4752786,6.6194262,351,Medium
1473171706,0.0794392975051904,3.366689,6.5638304,352,Medium
1473154663,0.0794279749951782,3.3667212,6.561726,353,Medium
1832697650,0.0793251420986351,3.5077777,6.4367779,354,Medium
5154214081,0.079312253950966,3.5071437,6.4366921,355,Medium
5706155540,0.0793009314409539,3.5027066,6.4360346,356,Medium
2897025104,0.0792801243433965,3.5021416,6.4359531,357,Medium
5706155547,0.0792719784895,3.502298,6.4359757,358,Medium
2981944751,0.079237035272228,3.4978598,6.4353151,359,Medium
2400358785,0.0790891392396446,3.3690933,6.5743865,360,Medium
2897021581,0.0786401188977003,3.5423126,6.4458605,361,Medium
6801416215,0.0786287963876881,3.5448032,6.4469404,362,Medium
6801416210,0.0784826475159683,3.5451061,6.4470653,363,Medium
3234013275,0.0784713250059562,3.5463873,6.4476064,364,Medium
9409791818,0.0784602974711548,3.5479081,6.44823,365,Medium
2985110865,0.0784277367459696,3.5496971,6.448953,366,Medium
1580066343,0.0779031800596757,3.3281676,6.6138408,367,Medium
1472672784,0.0769465754512553,3.3632903,6.5100012,368,Medium
1832697521,0.0760097568723551,3.5528181,6.4502285,369,Medium
2989375884,0.0758083568746241,3.5528679,6.4502507,370,Medium
2278254588,0.0757257865060186,3.3633023,6.5100692,371,Medium
5425894984,0.0757118772903123,3.5919191,6.6615105,372,Medium
5428110915,0.0754495535663637,3.5844601,6.6579171,373,Medium
5426121553,0.0752726818919256,3.5913666,6.6613493,374,Medium
1473154716,0.0752707078270537,3.3670844,6.5569234,375,Medium
1473154662,0.0752593853170416,3.3670446,6.5578213,376,Medium
168592853,0.0752368083682198,3.3670298,6.5593118,377,Medium
5428168893,0.0745088322385214,3.5821801,6.6560224,378,Medium
5428168840,0.0745041580159513,3.5840484,6.6575826,379,Medium
13328311450,0.0743797919290244,3.5550858,6.453256,380,Medium
3045932147,0.073074753525521,3.5107115,6.437186,381,Medium
5154214074,0.073040332187468,3.5098653,6.4370649,382,Medium
9827856160,0.0729577618188625,3.3356289,6.5957541,383,Medium
1477826469,0.0729464393088503,3.3332713,6.6015238,384,Medium
5154214082,0.0729000147487605,3.5086863,6.4369093,385,Medium
2297551971,0.0723597109242934,3.3053606,6.5363778,386,Medium
13172416211,0.072118875009927,3.3751613,6.5827468,387,Medium
1473171658,0.0721075524999149,3.3703394,6.5760981,388,Medium
1090910132,0.0718784475227754,3.3826459,6.4595713,389,Medium
1472249751,0.0718219030439172,3.3827325,6.4589179,390,Medium
1472524860,0.0716870539918087,3.3779917,6.4685554,391,Medium
1472348966,0.0716757314817966,3.3819238,6.4616229,392,Medium
1472348881,0.0715572422086836,3.3825155,6.4600607,393,Medium
2041087889,0.0713394370511555,3.5116796,6.4373216,394,Medium
2261460863,0.0703339346289552,3.4394292,6.4377469,395,Medium
5908615493,0.070322612118943,3.4393275,6.4378183,396,Medium
9398680911,0.0702873512360595,3.4383175,6.4383977,397,Medium
2261461012,0.0702742361843822,3.4368925,6.4391726,398,Medium
5743063522,0.0702627775319651,3.4305635,6.4397103,399,Medium
5576158746,0.0702514550219529,3.4304854,6.439698,400,Medium
3243545465,0.0702365020478086,3.428051,6.4394739,401,Medium
5184438454,0.0700610825590234,3.5309184,6.4414314,402,Medium
31674771,0.0700012706624462,3.4059204,6.4390005,403,Medium
1090910134,0.0699899481524341,3.4026058,6.4412747,404,Medium
11510003376,0.0696789535187139,3.5127845,6.437493,405,Medium
2041087913,0.0696706715224124,3.515947,6.437936,406,Medium
2041087851,0.0696544705762227,3.5123956,6.4374399,407,Medium
1472524945,0.069209012627208,3.3765578,6.473372,408,Medium
1472551029,0.0691976901171959,3.3713839,6.4788288,409,Medium
2985111885,0.0691847338983243,3.5218236,6.4387891,410,Medium
98964228,0.0691633595407462,3.3128644,6.5306252,411,Medium
2041087916,0.0690345234448566,3.5216928,6.438778,412,Medium
2897025190,0.0688403616849891,3.537696,6.4444033,413,Medium
1832697416,0.068829039174977,3.5318654,6.44182,414,Medium
91272501,0.0687981802298537,3.3948604,6.4466516,415,Medium
91272572,0.0687868577198416,3.3919445,6.44863,416,Medium
1029527211,0.0687803909556062,3.3982565,6.4442735,417,Medium
1832697644,0.0687528221186027,3.5313531,6.4416154,418,Medium
5482744554,0.0687417265125988,3.5082932,6.5922324,419,Medium
1832697376,0.0687098691898392,3.5308282,6.4414135,420,Medium
1832697450,0.0686972760173808,3.5302008,6.4411259,421,Medium
3815629948,0.0686859535073687,3.5272763,6.4399555,422,Medium
1702999540,0.0686138887943455,3.5072283,6.5928905,423,Medium
4552796152,0.0684815583767287,3.50809,6.5923877,424,Medium
4552796151,0.0684807642126998,3.5076115,6.5926478,425,Medium
3095002951,0.0684441419057667,3.5245621,6.4391908,426,Medium
5184438505,0.0684328193957546,3.5232226,6.4389973,427,Medium
3815630071,0.0684274871515605,3.5269658,6.4398246,428,Medium
2955159800,0.068425989585106,3.525576,6.4393427,429,Medium
5621079470,0.068383876201173,3.5099335,6.5909462,430,Medium
5184439037,0.0682281973611063,3.5211182,6.4386827,431,Medium
3815629947,0.0682170336839,3.5203977,6.4386036,432,Medium
4552796353,0.06815055080948,3.511861,6.5910308,433,Medium
5184439024,0.0680449496840361,3.5223953,6.4388731,434,Medium
1832697404,0.068005604529004,3.5566738,6.4624631,435,Medium
5606072168,0.0680010437584379,3.3797811,6.5890989,436,Medium
12097438056,0.0679942820189918,3.5575431,6.4630068,437,Medium
2041087869,0.0679867941867193,3.5166091,6.4380471,438,Medium
1472121860,0.0674564741386156,3.4254632,6.438988,439,Medium
5743063525,0.0674451516286035,3.4254118,6.4389694,440,Medium
5743063526,0.067420441782104,3.4231996,6.43803,441,Medium
1472131545,0.0674091192720919,3.4231464,6.4380037,442,Medium
4953728504,0.0673962765052244,3.4193062,6.4367697,443,Medium
1472506634,0.0673736995564026,3.4079202,6.4373967,444,Medium
1472506645,0.0673623770463905,3.4079027,6.4374034,445,Medium
1472506557,0.0673546623101097,3.4112022,6.4379695,446,Medium
4133126323,0.0673490804715065,3.4166758,6.4363027,447,Medium
2389029067,0.0673395731935604,3.410616,6.4381483,448,Medium
1473154745,0.0672699136630248,3.3651825,6.5583484,449,Medium
31693248,0.0672585911530127,3.3683929,6.5581509,450,Medium
2297551896,0.0671858684183656,3.3125702,6.5306808,451,Medium
1477826217,0.0669242027160409,3.3305137,6.603852,452,Medium
2297538508,0.0669087278626777,3.3122382,6.5304869,453,Medium
3743900961,0.0668949547893763,3.5551691,6.4540116,454,Medium
13328311449,0.0668742611438231,3.5549157,6.4532674,455,Medium
